Make,Model,Fuel type,Capacity,YoM,Mileage,Consumption,Country of manufacture,Body type,Service cost
TOYOTA,Corolla,Regular,1.8L,2006,12.3 km/L,8.1 L/100km,Japan,Compact Cars,"KES 130,000/year"
TOYOTA,Prius,Regular,1.5L,2006,19.6 km/L,5.1 L/100km,Japan,Midsize Cars,"KES 115,000/year"
TOYOTA,Scion xB,Regular,2.4L,2006,10.2 km/L,9.8 L/100km,Japan,Compact Cars,"KES 225,000/year"
TOYOTA,Land Cruiser,Regular,4.7L,2006,5.5 km/L,18.1 L/100km,Japan,Sport Utility Vehicle - 4WD,"KES 585,000/year"
TOYOTA,Highlander,Regular,2.4L,2006,9.4 km/L,10.7 L/100km,Japan,Sport Utility Vehicle - 2WD,"KES 200,000/year"
TOYOTA,4-Runner,Regular,2.4L,2006,10.2 km/L,9.8 L/100km,Japan,Compact Cars,"KES 225,000/year"
TOYOTA,RAV4,Regular,2.4L,2006,10.2 km/L,9.8 L/100km,Japan,Sport Utility Vehicle - 2WD,"KES 325,000/year"
TOYOTA,Tacoma,Regular,2.7L,2006,8.9 km/L,11.2 L/100km,Japan,Standard Pickup Trucks 2WD,"KES 280,000/year"
TOYOTA,Avalon,Regular,3.5L,2006,9.8 km/L,10.2 L/100km,Japan,Large Cars,"KES 505,000/year"
TOYOTA,Corolla Matrix,Regular,1.8L,2006,12.3 km/L,8.1 L/100km,Japan,Compact Cars,"KES 210,000/year"
TOYOTA,Tundra,Regular,4.0L,2006,7.7 km/L,13.1 L/100km,Japan,Standard Pickup Trucks 2WD,"KES 515,000/year"
TOYOTA,Sienna,Regular,3.3L,2006,8.1 km/L,12.4 L/100km,Japan,Minivan - 2WD,"KES 385,000/year"
TOYOTA,Camry,Regular,2.4L,2006,10.2 km/L,9.8 L/100km,Japan,Compact Cars,"KES 200,000/year"
TOYOTA,Camry Solara,Regular,2.4L,2006,10.2 km/L,9.8 L/100km,Japan,Compact Cars,"KES 210,000/year"
TOYOTA,Sequoia,Regular,4.7L,2006,6.4 km/L,15.7 L/100km,Japan,Sport Utility Vehicle - 2WD,"KES 510,000/year"
TOYOTA,Celica,Regular,2.4L,2006,10.2 km/L,9.8 L/100km,Japan,Compact Cars,"KES 350,000/year"
TOYOTA,MR2,Regular,2.4L,2006,10.2 km/L,9.8 L/100km,Japan,Compact Cars,"KES 195,000/year"
TOYOTA,Paseo,Regular,2.4L,2006,10.2 km/L,9.8 L/100km,Japan,Compact Cars,"KES 260,000/year"
TOYOTA,Scion tC,Regular,1.5L,2007,13.2 km/L,7.6 L/100km,Japan,Subcompact Cars,"KES 130,000/year"
TOYOTA,Corolla,Regular,1.8L,2007,12.3 km/L,8.1 L/100km,Japan,Compact Cars,"KES 185,000/year"
TOYOTA,Prius,Regular,1.5L,2007,19.6 km/L,5.1 L/100km,Japan,Midsize Cars,"KES 130,000/year"
TOYOTA,Scion xB,Regular,1.5L,2007,13.2 km/L,7.6 L/100km,Japan,Subcompact Cars,"KES 150,000/year"
TOYOTA,Land Cruiser,Regular,4.7L,2007,5.5 km/L,18.1 L/100km,Japan,Sport Utility Vehicle - 4WD,"KES 440,000/year"
TOYOTA,Highlander,Regular,2.4L,2007,9.4 km/L,10.7 L/100km,Japan,Sport Utility Vehicle - 2WD,"KES 300,000/year"
TOYOTA,4-Runner,Regular,1.5L,2007,13.2 km/L,7.6 L/100km,Japan,Subcompact Cars,"KES 145,000/year"
TOYOTA,RAV4,Regular,2.4L,2007,9.8 km/L,10.2 L/100km,Japan,Sport Utility Vehicle - 2WD,"KES 325,000/year"
TOYOTA,Tacoma,Regular,2.7L,2007,8.9 km/L,11.2 L/100km,Japan,Standard Pickup Trucks 2WD,"KES 450,000/year"
TOYOTA,FJ Cruiser,Premium,4.0L,2007,7.7 km/L,13.1 L/100km,Japan,Sport Utility Vehicle - 2WD,"KES 680,000/year"
TOYOTA,Yaris,Regular,1.5L,2007,13.2 km/L,7.6 L/100km,Japan,Subcompact Cars,"KES 140,000/year"
TOYOTA,Avalon,Regular,3.5L,2007,9.8 km/L,10.2 L/100km,Japan,Large Cars,"KES 470,000/year"
TOYOTA,Corolla Matrix,Regular,1.8L,2007,12.3 km/L,8.1 L/100km,Japan,Compact Cars,"KES 185,000/year"
TOYOTA,Tundra,Regular,4.0L,2007,7.2 km/L,13.8 L/100km,Japan,Standard Pickup Trucks 2WD,"KES 395,000/year"
TOYOTA,Sienna,Regular,3.5L,2007,8.1 km/L,12.4 L/100km,Japan,Minivan - 2WD,"KES 445,000/year"
TOYOTA,Camry,Regular,2.4L,2007,10.2 km/L,9.8 L/100km,Japan,Midsize Cars,"KES 260,000/year"
TOYOTA,Camry Solara,Regular,2.4L,2007,10.6 km/L,9.4 L/100km,Japan,Compact Cars,"KES 270,000/year"
TOYOTA,Sequoia,Regular,4.7L,2007,6.4 km/L,15.7 L/100km,Japan,Sport Utility Vehicle - 2WD,"KES 375,000/year"
TOYOTA,Celica,Regular,1.5L,2007,13.2 km/L,7.6 L/100km,Japan,Subcompact Cars,"KES 140,000/year"
TOYOTA,MR2,Regular,1.5L,2007,13.2 km/L,7.6 L/100km,Japan,Subcompact Cars,"KES 190,000/year"
TOYOTA,Paseo,Regular,1.5L,2007,13.2 km/L,7.6 L/100km,Japan,Subcompact Cars,"KES 130,000/year"
TOYOTA,Scion tC,Regular,2.4L,2008,10.6 km/L,9.4 L/100km,Japan,Compact Cars,"KES 275,000/year"
TOYOTA,Corolla,Regular,1.8L,2008,12.3 km/L,8.1 L/100km,Japan,Compact Cars,"KES 180,000/year"
TOYOTA,Prius,Regular,1.5L,2008,19.6 km/L,5.1 L/100km,Japan,Midsize Cars,"KES 95,000/year"
TOYOTA,Scion xB,Regular,2.4L,2008,10.6 km/L,9.4 L/100km,Japan,Compact Cars,"KES 275,000/year"
TOYOTA,Land Cruiser,Regular,5.7L,2008,6.4 km/L,15.7 L/100km,Japan,Sport Utility Vehicle - 4WD,"KES 335,000/year"
TOYOTA,Highlander,Regular,3.5L,2008,8.5 km/L,11.8 L/100km,Japan,Sport Utility Vehicle - 2WD,"KES 495,000/year"
TOYOTA,4-Runner,Regular,2.4L,2008,10.6 km/L,9.4 L/100km,Japan,Compact Cars,"KES 280,000/year"
TOYOTA,RAV4,Regular,2.4L,2008,10.2 km/L,9.8 L/100km,Japan,Sport Utility Vehicle - 2WD,"KES 175,000/year"
TOYOTA,Tacoma,Regular,4.0L,2008,7.7 km/L,13.1 L/100km,Japan,Small Pickup Trucks 2WD,"KES 750,000/year"
TOYOTA,FJ Cruiser,Premium,4.0L,2008,7.7 km/L,13.1 L/100km,Japan,Sport Utility Vehicle - 2WD,"KES 520,000/year"
TOYOTA,Yaris,Regular,1.5L,2008,13.2 km/L,7.6 L/100km,Japan,Subcompact Cars,"KES 145,000/year"
TOYOTA,Avalon,Regular,3.5L,2008,9.4 km/L,10.7 L/100km,Japan,Large Cars,"KES 765,000/year"
TOYOTA,Corolla Matrix,Regular,1.8L,2008,12.3 km/L,8.1 L/100km,Japan,Compact Cars,"KES 175,000/year"
TOYOTA,Tundra,Regular,4.0L,2008,7.2 km/L,13.8 L/100km,Japan,Standard Pickup Trucks 2WD,"KES 480,000/year"
TOYOTA,Sienna,Regular,3.5L,2008,8.1 km/L,12.4 L/100km,Japan,Minivan - 2WD,"KES 695,000/year"
TOYOTA,Camry,Regular,2.4L,2008,10.6 km/L,9.4 L/100km,Japan,Compact Cars,"KES 265,000/year"
TOYOTA,Camry Solara,Regular,2.4L,2008,10.6 km/L,9.4 L/100km,Japan,Compact Cars,"KES 230,000/year"
TOYOTA,Sequoia,Regular,4.7L,2008,6.4 km/L,15.7 L/100km,Japan,Sport Utility Vehicle - 2WD,"KES 440,000/year"
TOYOTA,Scion xD,Regular,2.4L,2008,10.6 km/L,9.4 L/100km,Japan,Compact Cars,"KES 220,000/year"
TOYOTA,Celica,Regular,2.4L,2008,10.6 km/L,9.4 L/100km,Japan,Compact Cars,"KES 290,000/year"
TOYOTA,Paseo,Regular,2.4L,2008,10.6 km/L,9.4 L/100km,Japan,Compact Cars,"KES 185,000/year"
TOYOTA,Scion tC,Regular,2.4L,2009,10.6 km/L,9.4 L/100km,Japan,Compact Cars,"KES 230,000/year"
TOYOTA,Corolla,Regular,2.4L,2009,10.6 km/L,9.4 L/100km,Japan,Compact Cars,"KES 230,000/year"
TOYOTA,Prius,Regular,1.5L,2009,19.6 km/L,5.1 L/100km,Japan,Midsize Cars,"KES 125,000/year"
TOYOTA,Scion xB,Regular,2.4L,2009,10.6 km/L,9.4 L/100km,Japan,Compact Cars,"KES 255,000/year"
TOYOTA,Land Cruiser,Regular,5.7L,2009,6.4 km/L,15.7 L/100km,Japan,Sport Utility Vehicle - 4WD,"KES 715,000/year"
TOYOTA,Highlander,Regular,3.5L,2009,8.5 km/L,11.8 L/100km,Japan,Sport Utility Vehicle - 2WD,"KES 765,000/year"
TOYOTA,4-Runner,Regular,2.4L,2009,10.6 km/L,9.4 L/100km,Japan,Compact Cars,"KES 280,000/year"
TOYOTA,RAV4,Regular,3.5L,2009,9.4 km/L,10.7 L/100km,Japan,Sport Utility Vehicle - 2WD,"KES 530,000/year"
TOYOTA,Tacoma,Regular,2.7L,2009,9.4 km/L,10.7 L/100km,Japan,Small Pickup Trucks 2WD,"KES 405,000/year"
TOYOTA,FJ Cruiser,Premium,4.0L,2009,7.7 km/L,13.1 L/100km,Japan,Sport Utility Vehicle - 2WD,"KES 660,000/year"
TOYOTA,Yaris,Regular,1.5L,2009,13.6 km/L,7.4 L/100km,Japan,Subcompact Cars,"KES 180,000/year"
TOYOTA,Avalon,Regular,3.5L,2009,9.8 km/L,10.2 L/100km,Japan,Large Cars,"KES 665,000/year"
TOYOTA,Corolla Matrix,Regular,2.4L,2009,10.6 km/L,9.4 L/100km,Japan,Compact Cars,"KES 175,000/year"
TOYOTA,Tundra,Regular,4.0L,2009,6.8 km/L,14.7 L/100km,Japan,Standard Pickup Trucks 2WD,"KES 475,000/year"
TOYOTA,Sienna,Regular,3.5L,2009,8.1 km/L,12.4 L/100km,Japan,Minivan - 2WD,"KES 595,000/year"
TOYOTA,Camry,Regular,3.5L,2009,9.8 km/L,10.2 L/100km,Japan,Midsize Cars,"KES 615,000/year"
TOYOTA,Camry Solara,Regular,3.5L,2009,9.8 km/L,10.2 L/100km,Japan,Midsize Cars,"KES 520,000/year"
TOYOTA,Sequoia,Regular,4.7L,2009,6.4 km/L,15.7 L/100km,Japan,Sport Utility Vehicle - 2WD,"KES 710,000/year"
TOYOTA,Scion xD,Regular,2.4L,2009,10.6 km/L,9.4 L/100km,Japan,Compact Cars,"KES 195,000/year"
TOYOTA,Venza,Regular,3.5L,2009,9.4 km/L,10.7 L/100km,Japan,Sport Utility Vehicle - 2WD,"KES 635,000/year"
TOYOTA,FCHV-adv,Regular,2.4L,2009,10.6 km/L,9.4 L/100km,Japan,Compact Cars,"KES 205,000/year"
TOYOTA,Celica,Regular,2.4L,2009,10.6 km/L,9.4 L/100km,Japan,Compact Cars,"KES 220,000/year"
TOYOTA,Paseo,Regular,2.4L,2009,10.6 km/L,9.4 L/100km,Japan,Compact Cars,"KES 230,000/year"
TOYOTA,Scion tC,Regular,1.8L,2010,12.3 km/L,8.1 L/100km,Japan,Compact Cars,"KES 125,000/year"
TOYOTA,Corolla,Regular,1.8L,2010,12.3 km/L,8.1 L/100km,Japan,Compact Cars,"KES 105,000/year"
TOYOTA,Prius,Regular,1.8L,2010,21.3 km/L,4.7 L/100km,Japan,Midsize Cars,"KES 160,000/year"
TOYOTA,Scion xB,Regular,1.8L,2010,12.3 km/L,8.1 L/100km,Japan,Compact Cars,"KES 170,000/year"
TOYOTA,Land Cruiser,Regular,5.7L,2010,6.4 km/L,15.7 L/100km,Japan,Sport Utility Vehicle - 4WD,"KES 400,000/year"
TOYOTA,Highlander,Regular,2.7L,2010,9.4 km/L,10.7 L/100km,Japan,Sport Utility Vehicle - 2WD,"KES 415,000/year"
TOYOTA,4-Runner,Regular,1.8L,2010,12.3 km/L,8.1 L/100km,Japan,Compact Cars,"KES 120,000/year"
TOYOTA,RAV4,Regular,2.5L,2010,10.2 km/L,9.8 L/100km,Japan,Sport Utility Vehicle - 2WD,"KES 375,000/year"
TOYOTA,Tacoma,Regular,2.7L,2010,8.9 km/L,11.2 L/100km,Japan,Small Pickup Trucks 2WD,"KES 280,000/year"
TOYOTA,FJ Cruiser,Regular,4.0L,2010,8.1 km/L,12.4 L/100km,Japan,Sport Utility Vehicle - 2WD,"KES 585,000/year"
TOYOTA,Yaris,Regular,1.5L,2010,13.2 km/L,7.6 L/100km,Japan,Subcompact Cars,"KES 140,000/year"
TOYOTA,Avalon,Regular,3.5L,2010,9.8 km/L,10.2 L/100km,Japan,Large Cars,"KES 495,000/year"
TOYOTA,Corolla Matrix,Regular,1.8L,2010,12.3 km/L,8.1 L/100km,Japan,Compact Cars,"KES 180,000/year"
TOYOTA,Tundra,Regular,4.0L,2010,6.8 km/L,14.7 L/100km,Japan,Standard Pickup Trucks 2WD,"KES 615,000/year"
TOYOTA,Sienna,Regular,3.5L,2010,8.1 km/L,12.4 L/100km,Japan,Minivan - 2WD,"KES 600,000/year"
TOYOTA,Camry,Regular,2.5L,2010,11.1 km/L,9.0 L/100km,Japan,Midsize Cars,"KES 275,000/year"
TOYOTA,Sequoia,Regular,4.6L,2010,6.8 km/L,14.7 L/100km,Japan,Sport Utility Vehicle - 2WD,"KES 500,000/year"
TOYOTA,Scion xD,Regular,1.8L,2010,12.3 km/L,8.1 L/100km,Japan,Compact Cars,"KES 200,000/year"
TOYOTA,Venza,Regular,2.7L,2010,10.2 km/L,9.8 L/100km,Japan,Sport Utility Vehicle - 2WD,"KES 460,000/year"
TOYOTA,FCHV-adv,Regular,1.8L,2010,12.3 km/L,8.1 L/100km,Japan,Compact Cars,"KES 130,000/year"
TOYOTA,Celica,Regular,1.8L,2010,12.3 km/L,8.1 L/100km,Japan,Compact Cars,"KES 135,000/year"
TOYOTA,Paseo,Regular,1.8L,2010,12.3 km/L,8.1 L/100km,Japan,Compact Cars,"KES 120,000/year"
TOYOTA,Scion tC,Regular,2.5L,2011,11.1 km/L,9.0 L/100km,Japan,Midsize Cars,"KES 255,000/year"
TOYOTA,Corolla,Regular,1.8L,2011,12.3 km/L,8.1 L/100km,Japan,Compact Cars,"KES 185,000/year"
TOYOTA,Prius,Regular,1.8L,2011,20.4 km/L,4.9 L/100km,Japan,Midsize Cars,"KES 145,000/year"
TOYOTA,Scion xB,Regular,2.5L,2011,11.1 km/L,9.0 L/100km,Japan,Midsize Cars,"KES 385,000/year"
TOYOTA,Land Cruiser,Regular,5.7L,2011,6.4 km/L,15.7 L/100km,Japan,Sport Utility Vehicle - 4WD,"KES 380,000/year"
TOYOTA,Highlander,Regular,2.7L,2011,9.4 km/L,10.7 L/100km,Japan,Sport Utility Vehicle - 2WD,"KES 465,000/year"
TOYOTA,4-Runner,Regular,2.5L,2011,11.1 km/L,9.0 L/100km,Japan,Midsize Cars,"KES 390,000/year"
TOYOTA,RAV4,Regular,2.5L,2011,10.2 km/L,9.8 L/100km,Japan,Sport Utility Vehicle - 2WD,"KES 470,000/year"
TOYOTA,Tacoma,Regular,2.7L,2011,8.9 km/L,11.2 L/100km,Japan,Small Pickup Trucks 2WD,"KES 500,000/year"
TOYOTA,FJ Cruiser,Regular,4.0L,2011,8.1 km/L,12.4 L/100km,Japan,Sport Utility Vehicle - 2WD,"KES 405,000/year"
TOYOTA,Yaris,Regular,1.5L,2011,13.2 km/L,7.6 L/100km,Japan,Subcompact Cars,"KES 95,000/year"
TOYOTA,Avalon,Regular,3.5L,2011,9.8 km/L,10.2 L/100km,Japan,Large Cars,"KES 450,000/year"
TOYOTA,Corolla Matrix,Regular,1.8L,2011,12.3 km/L,8.1 L/100km,Japan,Compact Cars,"KES 125,000/year"
TOYOTA,Tundra,Regular,4.6L,2011,7.2 km/L,13.8 L/100km,Japan,Standard Pickup Trucks 2WD,"KES 575,000/year"
TOYOTA,Sienna,Regular,3.5L,2011,8.5 km/L,11.8 L/100km,Japan,Minivan - 2WD,"KES 425,000/year"
TOYOTA,Camry,Regular,2.5L,2011,11.1 km/L,9.0 L/100km,Japan,Midsize Cars,"KES 325,000/year"
TOYOTA,Sequoia,Regular,4.6L,2011,6.8 km/L,14.7 L/100km,Japan,Sport Utility Vehicle - 2WD,"KES 315,000/year"
TOYOTA,Scion xD,Regular,2.5L,2011,11.1 km/L,9.0 L/100km,Japan,Midsize Cars,"KES 465,000/year"
TOYOTA,Venza,Regular,2.7L,2011,9.8 km/L,10.2 L/100km,Japan,Sport Utility Vehicle - 2WD,"KES 415,000/year"
TOYOTA,FCHV-adv,Regular,2.5L,2011,11.1 km/L,9.0 L/100km,Japan,Midsize Cars,"KES 330,000/year"
TOYOTA,Celica,Regular,2.5L,2011,11.1 km/L,9.0 L/100km,Japan,Midsize Cars,"KES 230,000/year"
TOYOTA,Paseo,Regular,2.5L,2011,11.1 km/L,9.0 L/100km,Japan,Midsize Cars,"KES 340,000/year"
TOYOTA,Scion iQ,Regular,2.5L,2011,11.1 km/L,9.0 L/100km,Japan,Midsize Cars,"KES 440,000/year"
TOYOTA,Scion tC,Regular,1.5L,2012,13.2 km/L,7.6 L/100km,Japan,Compact Cars,"KES 165,000/year"
TOYOTA,Corolla,Regular,1.8L,2012,12.3 km/L,8.1 L/100km,Japan,Compact Cars,"KES 175,000/year"
TOYOTA,Prius,Regular,1.8L,2012,20.4 km/L,4.9 L/100km,Japan,Midsize Cars,"KES 155,000/year"
TOYOTA,Scion xB,Regular,1.5L,2012,13.2 km/L,7.6 L/100km,Japan,Compact Cars,"KES 120,000/year"
TOYOTA,Land Cruiser,Regular,2.7L,2012,9.4 km/L,10.7 L/100km,Japan,Sport Utility Vehicle - 2WD,"KES 390,000/year"
TOYOTA,Highlander,Regular,2.7L,2012,9.4 km/L,10.7 L/100km,Japan,Sport Utility Vehicle - 2WD,"KES 445,000/year"
TOYOTA,4-Runner,Regular,1.5L,2012,13.2 km/L,7.6 L/100km,Japan,Compact Cars,"KES 155,000/year"
TOYOTA,RAV4,Regular,2.5L,2012,10.2 km/L,9.8 L/100km,Japan,Sport Utility Vehicle - 2WD,"KES 510,000/year"
TOYOTA,Tacoma,Regular,2.7L,2012,8.9 km/L,11.2 L/100km,Japan,Small Pickup Trucks 2WD,"KES 455,000/year"
TOYOTA,FJ Cruiser,Regular,4.0L,2012,8.1 km/L,12.4 L/100km,Japan,Sport Utility Vehicle - 2WD,"KES 575,000/year"
TOYOTA,Yaris,Regular,1.5L,2012,13.2 km/L,7.6 L/100km,Japan,Compact Cars,"KES 145,000/year"
TOYOTA,Avalon,Regular,3.5L,2012,9.4 km/L,10.7 L/100km,Japan,Large Cars,"KES 625,000/year"
TOYOTA,Corolla Matrix,Regular,1.8L,2012,12.3 km/L,8.1 L/100km,Japan,Compact Cars,"KES 135,000/year"
TOYOTA,Tundra,Regular,4.0L,2012,7.7 km/L,13.1 L/100km,Japan,Standard Pickup Trucks 2WD,"KES 660,000/year"
TOYOTA,Sienna,Regular,2.7L,2012,8.9 km/L,11.2 L/100km,Japan,Minivan - 2WD,"KES 395,000/year"
TOYOTA,Camry,Regular,2.5L,2012,11.9 km/L,8.4 L/100km,Japan,Midsize Cars,"KES 310,000/year"
TOYOTA,Sequoia,Regular,4.6L,2012,6.8 km/L,14.7 L/100km,Japan,Sport Utility Vehicle - 2WD,"KES 485,000/year"
TOYOTA,Scion xD,Regular,1.5L,2012,13.2 km/L,7.6 L/100km,Japan,Compact Cars,"KES 125,000/year"
TOYOTA,Venza,Regular,2.7L,2012,9.8 km/L,10.2 L/100km,Japan,Sport Utility Vehicle - 2WD,"KES 425,000/year"
TOYOTA,FCHV-adv,Regular,1.5L,2012,13.2 km/L,7.6 L/100km,Japan,Compact Cars,"KES 150,000/year"
TOYOTA,Celica,Regular,1.5L,2012,13.2 km/L,7.6 L/100km,Japan,Compact Cars,"KES 160,000/year"
TOYOTA,Paseo,Regular,1.5L,2012,13.2 km/L,7.6 L/100km,Japan,Compact Cars,"KES 120,000/year"
TOYOTA,Scion iQ,Regular,1.5L,2012,13.2 km/L,7.6 L/100km,Japan,Compact Cars,"KES 185,000/year"
TOYOTA,Prius V,Regular,1.8L,2012,17.4 km/L,5.7 L/100km,Japan,Midsize Station Wagons,"KES 190,000/year"
TOYOTA,Prius C,Regular,1.5L,2012,21.3 km/L,4.7 L/100km,Japan,Compact Cars,"KES 115,000/year"
TOYOTA,Scion tC,Regular,5.7L,2013,6.4 km/L,15.7 L/100km,Japan,Standard Sport Utility Vehicle 4WD,"KES 505,000/year"
TOYOTA,Corolla,Regular,1.8L,2013,12.3 km/L,8.1 L/100km,Japan,Compact Cars,"KES 150,000/year"
TOYOTA,Prius,Regular,1.5L,2013,21.3 km/L,4.7 L/100km,Japan,Compact Cars,"KES 130,000/year"
TOYOTA,Scion xB,Regular,5.7L,2013,6.4 km/L,15.7 L/100km,Japan,Standard Sport Utility Vehicle 4WD,"KES 700,000/year"
TOYOTA,Land Cruiser,Regular,5.7L,2013,6.4 km/L,15.7 L/100km,Japan,Standard Sport Utility Vehicle 4WD,"KES 630,000/year"
TOYOTA,Highlander,Regular,2.7L,2013,9.4 km/L,10.7 L/100km,Japan,Small Sport Utility Vehicle 2WD,"KES 265,000/year"
TOYOTA,4-Runner,Regular,5.7L,2013,6.4 km/L,15.7 L/100km,Japan,Standard Sport Utility Vehicle 4WD,"KES 635,000/year"
TOYOTA,RAV4,Electricity,UnknownL,2013,32.3 km/L,3.1 L/100km,Japan,Small Sport Utility Vehicle 2WD,"KES 170,000/year"
TOYOTA,Tacoma,Regular,4.0L,2013,8.1 km/L,12.4 L/100km,Japan,Small Pickup Trucks 2WD,"KES 635,000/year"
TOYOTA,Scion FR-S,Regular,5.7L,2013,6.4 km/L,15.7 L/100km,Japan,Standard Sport Utility Vehicle 4WD,"KES 580,000/year"
TOYOTA,FJ Cruiser,Regular,4.0L,2013,7.7 km/L,13.1 L/100km,Japan,Small Sport Utility Vehicle 2WD,"KES 675,000/year"
TOYOTA,Yaris,Regular,1.5L,2013,13.6 km/L,7.4 L/100km,Japan,Compact Cars,"KES 150,000/year"
TOYOTA,Avalon,Regular,3.5L,2013,10.2 km/L,9.8 L/100km,Japan,Midsize Cars,"KES 460,000/year"
TOYOTA,Corolla Matrix,Regular,1.8L,2013,12.3 km/L,8.1 L/100km,Japan,Compact Cars,"KES 170,000/year"
TOYOTA,Tundra,Regular,4.0L,2013,7.2 km/L,13.8 L/100km,Japan,Standard Pickup Trucks 2WD,"KES 545,000/year"
TOYOTA,Sienna,Regular,2.7L,2013,8.9 km/L,11.2 L/100km,Japan,Minivan - 2WD,"KES 490,000/year"
TOYOTA,Camry,Regular,2.5L,2013,11.9 km/L,8.4 L/100km,Japan,Midsize Cars,"KES 310,000/year"
TOYOTA,Sequoia,Regular,5.7L,2013,6.4 km/L,15.7 L/100km,Japan,Standard Sport Utility Vehicle 2WD,"KES 370,000/year"
TOYOTA,Scion xD,Regular,5.7L,2013,6.4 km/L,15.7 L/100km,Japan,Standard Sport Utility Vehicle 4WD,"KES 390,000/year"
TOYOTA,Venza,Regular,2.7L,2013,9.8 km/L,10.2 L/100km,Japan,Small Sport Utility Vehicle 2WD,"KES 400,000/year"
TOYOTA,FCHV-adv,Regular,5.7L,2013,6.4 km/L,15.7 L/100km,Japan,Standard Sport Utility Vehicle 4WD,"KES 490,000/year"
TOYOTA,Celica,Regular,5.7L,2013,6.4 km/L,15.7 L/100km,Japan,Standard Sport Utility Vehicle 4WD,"KES 545,000/year"
TOYOTA,Paseo,Regular,5.7L,2013,6.4 km/L,15.7 L/100km,Japan,Standard Sport Utility Vehicle 4WD,"KES 435,000/year"
TOYOTA,Scion iQ,Regular,5.7L,2013,6.4 km/L,15.7 L/100km,Japan,Standard Sport Utility Vehicle 4WD,"KES 705,000/year"
TOYOTA,Prius V,Regular,1.8L,2013,17.4 km/L,5.7 L/100km,Japan,Midsize Station Wagons,"KES 130,000/year"
TOYOTA,Prius C,Regular,1.5L,2013,21.3 km/L,4.7 L/100km,Japan,Compact Cars,"KES 110,000/year"
TOYOTA,Scion tC,Regular,1.5L,2014,14.0 km/L,7.1 L/100km,Japan,Compact Cars,"KES 120,000/year"
TOYOTA,Corolla,Regular,1.8L,2014,12.8 km/L,7.8 L/100km,Japan,Midsize Cars,"KES 150,000/year"
TOYOTA,Prius,Regular,1.8L,2014,17.4 km/L,5.7 L/100km,Japan,Midsize Station Wagons,"KES 105,000/year"
TOYOTA,Scion xB,Regular,1.5L,2014,14.0 km/L,7.1 L/100km,Japan,Compact Cars,"KES 115,000/year"
TOYOTA,Land Cruiser,Regular,5.7L,2014,6.4 km/L,15.7 L/100km,Japan,Standard Sport Utility Vehicle 4WD,"KES 595,000/year"
TOYOTA,Highlander,Regular,2.7L,2014,9.4 km/L,10.7 L/100km,Japan,Small Sport Utility Vehicle 2WD,"KES 235,000/year"
TOYOTA,4-Runner,Regular,1.5L,2014,14.0 km/L,7.1 L/100km,Japan,Compact Cars,"KES 140,000/year"
TOYOTA,RAV4,Electricity,UnknownL,2014,32.3 km/L,3.1 L/100km,Japan,Small Sport Utility Vehicle 2WD,"KES 125,000/year"
TOYOTA,Tacoma,Regular,2.7L,2014,8.9 km/L,11.2 L/100km,Japan,Small Pickup Trucks 2WD,"KES 415,000/year"
TOYOTA,Scion FR-S,Regular,1.5L,2014,14.0 km/L,7.1 L/100km,Japan,Compact Cars,"KES 100,000/year"
TOYOTA,FJ Cruiser,Regular,4.0L,2014,7.7 km/L,13.1 L/100km,Japan,Small Sport Utility Vehicle 2WD,"KES 425,000/year"
TOYOTA,Yaris,Regular,1.5L,2014,14.0 km/L,7.1 L/100km,Japan,Compact Cars,"KES 140,000/year"
TOYOTA,Avalon,Regular,2.5L,2014,17.0 km/L,5.9 L/100km,Japan,Midsize Cars,"KES 235,000/year"
TOYOTA,Tundra,Regular,4.0L,2014,7.2 km/L,13.8 L/100km,Japan,Standard Pickup Trucks 2WD,"KES 375,000/year"
TOYOTA,Sienna,Regular,3.5L,2014,8.9 km/L,11.2 L/100km,Japan,Minivan - 2WD,"KES 615,000/year"
TOYOTA,Camry,Regular,2.5L,2014,11.9 km/L,8.4 L/100km,Japan,Midsize Cars,"KES 255,000/year"
TOYOTA,Sequoia,Regular,5.7L,2014,6.4 km/L,15.7 L/100km,Japan,Standard Sport Utility Vehicle 2WD,"KES 475,000/year"
TOYOTA,Scion xD,Regular,1.5L,2014,14.0 km/L,7.1 L/100km,Japan,Compact Cars,"KES 120,000/year"
TOYOTA,Venza,Regular,2.7L,2014,9.8 km/L,10.2 L/100km,Japan,Small Sport Utility Vehicle 2WD,"KES 290,000/year"
TOYOTA,FCHV-adv,Regular,1.5L,2014,14.0 km/L,7.1 L/100km,Japan,Compact Cars,"KES 130,000/year"
TOYOTA,Celica,Regular,1.5L,2014,14.0 km/L,7.1 L/100km,Japan,Compact Cars,"KES 85,000/year"
TOYOTA,Paseo,Regular,1.5L,2014,14.0 km/L,7.1 L/100km,Japan,Compact Cars,"KES 80,000/year"
TOYOTA,Scion iQ,Regular,1.5L,2014,14.0 km/L,7.1 L/100km,Japan,Compact Cars,"KES 95,000/year"
TOYOTA,Prius V,Regular,1.8L,2014,17.4 km/L,5.7 L/100km,Japan,Midsize Station Wagons,"KES 115,000/year"
TOYOTA,Prius C,Regular,1.5L,2014,21.3 km/L,4.7 L/100km,Japan,Compact Cars,"KES 130,000/year"
TOYOTA,Scion tC,Regular,1.5L,2015,13.6 km/L,7.4 L/100km,Japan,Compact Cars,"KES 70,000/year"
